"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"1694","100%","",1,2,"Private room",1,1,1,"$100.00",2,1125,2,38.956878811132,-77.0179632084224,"Washington","20011","DC",100
"1695","","",1,2,"Entire home/apt",0,1,1,"$75.00",2,1125,0,38.9532247230688,-77.0699807490611,"Washington","20008","DC",75
"1696","100%","100%",2,3,"Entire home/apt",2,1,1,"$120.00",2,20,4,38.9424401671401,-77.0603124379734,"Washington","20008","DC",120
"1697","97%","100%",8,3,"Entire home/apt",1,1,2,"$91.00",4,1125,0,38.946649052744,-77.0607340368872,"Washington","20008","DC",91
"1698","100%","100%",1,2,"Private room",1,1,1,"$112.00",1,1125,47,38.9452397264985,-77.0626689645273,"Washington","20008","DC",112
"1699","100%","",1,2,"Entire home/apt",1,1,1,"$70.00",3,1125,0,38.9528883764476,-77.0677150726829,"Washington","20008","DC",70
"1700","100%","100%",1,3,"Entire home/apt",1,1,1,"$125.00",2,1125,10,38.9508670639996,-77.0673601494379,"Washington","20008","DC",125
"1701","100%","100%",1,2,"Private room",1,1,1,"$100.00",1,1125,0,38.9527602332094,-77.0615547656525,"Washington","20008","DC",100
"1702","60%","79%",2,2,"Entire home/apt",0,1,1,"$79.00",1,1125,3,38.9537134619511,-77.0678670497574,"Washington, D.C.","20008","DC",79
"1703","50%","88%",1,2,"Entire home/apt",1,1,1,"$150.00",1,1125,6,38.9502616017596,-77.065263705095,"Washington","20008","DC",150
"1704","98%","52%",49,2,"Private room",1,1,1,"$165.00",2,14,1,38.9531370376582,-77.0643277109189,"Washington","20008","DC",165
"1705","100%","100%",1,3,"Entire home/apt",1,1,2,"$140.00",3,1125,0,38.9428941291343,-77.063893777547,"Washington","20008","DC",140
"1706","100%","50%",1,4,"Entire home/apt",2,2,4,"$159.00",5,1125,4,38.9474359931781,-77.0699023517041,"Washington","20008","DC",159
"1707","100%","100%",1,2,"Entire home/apt",1,1,1,"$89.00",1,1125,0,38.9390112632364,-77.0607626575542,"Washington","20008","DC",89
"1708","80%","100%",2,2,"Entire home/apt",1,1,1,"$99.00",1,1125,11,38.9489455954931,-77.0605707192283,"Washington","20008","DC",99
"1709","","",1,2,"Entire home/apt",0,1,1,"$150.00",15,31,0,38.9435210921871,-77.0607413860539,"Washington","20008","DC",150
"1710","100%","100%",1,3,"Entire home/apt",0,1,1,"$75.00",5,1125,0,38.9537123918498,-77.0694238993851,"Washington","20008","DC",75
"1711","83%","100%",1,2,"Entire home/apt",1,1,1,"$66.00",1,1125,2,38.9455552883753,-77.0602664056458,"Washington","20008","DC",66
"1712","100%","",1,3,"Entire home/apt",1,1,2,"$110.00",3,1125,0,38.9448796452453,-77.0638827370957,"Washington","20008","DC",110
"1713","70%","70%",1,2,"Entire home/apt",0,1,1,"$100.00",1,1125,3,38.9523738775166,-77.0679667907851,"Washington","20008","DC",100
"1714","98%","52%",49,2,"Private room",1,1,1,"$165.00",2,14,0,38.9546697541683,-77.064397920438,"Washington","20008","DC",165
"1715","100%","100%",1,2,"Shared room",1,1,1,"$75.00",2,30,4,38.9443578845971,-77.0622208582528,"Washington","20008","DC",75
"1716","100%","62%",1,3,"Entire home/apt",0,1,1,"$102.00",3,1125,8,38.9500322009934,-77.0676614926694,"Washington","20008","DC",102
"1717","100%","",1,3,"Entire home/apt",0,1,1,"$84.00",1,1125,0,38.951220699566,-77.0688425977283,"Washington","20008","DC",84
"1718","100%","100%",1,4,"Entire home/apt",2,1,2,"$110.00",1,1125,1,38.9518251401594,-77.0592447969027,"Washington","20008","DC",110
"1719","100%","",1,6,"Entire home/apt",4,2.5,3,"$350.00",4,1125,0,38.9569336373052,-77.0620628072664,"Washington","20015","DC",350
"1720","","",1,4,"Entire home/apt",1,1,1,"$1,000.00",2,1125,0,38.9403444222276,-77.0593666579,"Washington","20008","DC",1000
"1721","60%","85%",1,2,"Entire home/apt",0,1,1,"$85.00",1,20,13,38.9505715544334,-77.0656359114923,"Washington","20008","DC",85
"1722","75%","100%",1,4,"Entire home/apt",1,1,2,"$85.00",1,1125,1,38.9441105426005,-77.0615275123715,"Washington","20008","DC",85
"1723","83%","33%",1,4,"Entire home/apt",1,1,1,"$110.00",1,14,15,38.953925825321,-77.0673853582228,"Washington","20008","DC",110
"1724","90%","56%",1,4,"Entire home/apt",0,1,1,"$92.00",1,1125,10,38.9403679620124,-77.0595878552909,"Washington","20008","DC",92
"1725","67%","100%",1,2,"Shared room",1,1,1,"$75.00",1,5,9,38.9424951276286,-77.0620442533615,"Washington","20008","DC",75
"1726","70%","89%",1,2,"Shared room",1,1,1,"$50.00",1,1125,35,38.9513442197704,-77.0667819721762,"Washington","20008","DC",50
"1727","","",1,4,"Entire home/apt",1,1,2,"$125.00",1,1125,1,38.9409484483429,-77.0603038136148,"Washington","20008","DC",125
"1728","","",1,3,"Entire home/apt",1,1,1,"$300.00",1,3,0,38.9491557720781,-77.065738314632,"Washington","20008","DC",300
"1729","50%","",1,1,"Private room",1,1,1,"$45.00",1,1125,0,38.9419641940444,-77.0604582533648,"Washington","20008","DC",45
"1730","","",1,4,"Entire home/apt",1,1,1,"$110.00",1,1125,5,38.9492272887478,-77.066666778861,"Washington","20008","DC",110
"1731","100%","80%",1,4,"Entire home/apt",2,1,2,"$158.00",1,1125,1,38.9424136564911,-77.0626874805151,"Washington","20008","DC",158
"1732","90%","25%",1,2,"Entire home/apt",1,1,1,"$130.00",1,1125,3,38.9487862379598,-77.0668962347928,"Washington","20008","DC",130
"1733","97%","100%",8,5,"Entire home/apt",2,2,4,"$150.00",4,1125,0,38.9462637961544,-77.0614022578149,"Washington","20008","DC",150
"1734","","",1,1,"Entire home/apt",1,1,1,"$120.00",1,25,0,38.9515710077115,-77.0676763982643,"Washington, D.C.","20008","DC",120
"1735","100%","80%",1,4,"Entire home/apt",1,1,2,"$85.00",2,1125,4,38.9477952475483,-77.0795835185451,"Washington","20016","DC",85
"1736","","",1,4,"Private room",1,2,2,"$105.00",2,1125,34,38.9433401959479,-77.0727520857522,"Washington","20008","DC",105
"1737","","",2,7,"Entire home/apt",3,2.5,5,"$300.00",3,1125,3,38.9524355582814,-77.0882387726161,"Washington","20016","DC",300
"1738","100%","100%",1,2,"Entire home/apt",1,1,1,"$103.00",14,1125,24,38.9465434436879,-77.089661153049,"Washington","20016","DC",103
"1739","99%","89%",25,7,"Entire home/apt",3,2.5,3,"$235.00",3,1125,15,38.9422132091745,-77.0880086826592,"Washington","20016","DC",235
"1740","90%","100%",2,2,"Entire home/apt",0,1,1,"$85.00",4,365,7,38.9444015570601,-77.0747767439732,"Washington","20016","DC",85
"1741","100%","93%",1,1,"Private room",1,1,1,"$50.00",1,1125,5,38.949597160155,-77.0830133058296,"Washington","20016","DC",50
"1742","78%","33%",1,2,"Entire home/apt",1,1,1,"$100.00",1,1125,0,38.9600244949769,-77.0802825576161,"chevy chase","20815","MD",100
"1743","100%","100%",3,2,"Private room",1,1,1,"$92.00",3,21,84,38.9605364287495,-77.0833337826545,"Washington","20015","DC",92
"1744","100%","100%",2,2,"Entire home/apt",2,1,2,"$85.00",1,1125,7,38.951369039433,-77.0916198802849,"Washington","20016","DC",85
"1745","90%","92%",2,2,"Private room",1,1,1,"$30.00",1,1125,2,38.9481958682996,-77.0805032023579,"Washington","20016","DC",30
"1746","100%","100%",1,2,"Private room",1,1.5,2,"$90.00",2,14,61,38.9570624718216,-77.0867532018684,"Washington","20016","DC",90
"1747","86%","100%",3,1,"Private room",1,1,1,"$49.00",1,1125,0,38.9465188410545,-77.0885773403676,"Washington","20016","DC",49
"1748","","",1,2,"Entire home/apt",0,1,1,"$250.00",4,1125,1,38.9571770444775,-77.0902884407494,"Washington","20015","DC",250
"1749","86%","100%",1,8,"Entire home/apt",3,2.5,4,"$225.00",3,90,0,38.9549959029795,-77.0888556180699,"Washington","20016","DC",225
"1750","90%","88%",1,3,"Private room",1,1.5,2,"$128.00",1,365,8,38.9505996656056,-77.0858414685913,"Washington","20016","DC",128
"1751","86%","100%",3,1,"Private room",1,1,1,"$49.00",1,1125,0,38.9467212506806,-77.0882485218934,"Washington","20016","DC",49
"1752","100%","100%",1,5,"Entire home/apt",1,1,3,"$99.00",2,1125,10,38.9502300656983,-77.0917222618223,"Washington","20016","DC",99
"1753","100%","100%",1,2,"Private room",1,1,1,"$84.00",1,1125,34,38.9579889719649,-77.0838808042456,"Washington","20015","DC",84
"1754","100%","100%",2,2,"Private room",1,1,1,"$86.00",1,1125,10,38.9528615776867,-77.0917978789697,"Washington","20016","DC",86
"1755","25%","100%",1,2,"Entire home/apt",1,1,1,"$130.00",3,1125,0,38.957780750074,-77.0881859227562,"Washington","20015","DC",130
"1756","100%","",1,1,"Private room",1,1,1,"$135.00",3,31,16,38.955353272136,-77.0795960223425,"Washington","20016","DC",135
"1757","100%","86%",1,3,"Private room",1,1,1,"$95.00",2,1125,16,38.9587064736175,-77.0849364205531,"Washington","20015","DC",95
"1758","100%","100%",1,3,"Private room",1,1,1,"$119.00",1,1125,21,38.9524304303646,-77.0716382186327,"Washington","20016","DC",119
"1759","","",1,2,"Private room",1,1.5,1,"$80.00",1,7,0,38.9534105328607,-77.0860542246457,"Washington","20016","DC",80
"1760","100%","100%",1,2,"Private room",1,1,1,"$140.00",1,1125,8,38.9452603922098,-77.0745187262243,"Washington","20016","DC",140
"1761","100%","100%",3,2,"Private room",1,1,1,"$84.00",1,29,3,38.9593200141111,-77.0838892648201,"Washington","20015","DC",84
"1762","86%","100%",3,1,"Private room",1,1,1,"$50.00",1,1125,0,38.9467758504738,-77.0879240651885,"Washington","20016","DC",50
"1763","","",1,4,"Entire home/apt",2,3,2,"$230.00",4,1125,20,38.9482858997341,-77.0732542676985,"Washington","20016","DC",230
"1764","100%","100%",6,9,"Entire home/apt",3,2,5,"$215.00",1,1125,26,38.9624587896208,-77.0227807047154,"Washington","20011","DC",215
"1765","100%","",1,2,"Private room",1,1,1,"$77.00",1,1125,5,38.9712201721194,-77.0153696398235,"Washington","20012","DC",77
"1766","100%","63%",2,2,"Private room",1,0.5,1,"$60.00",1,7,109,38.9776414985,-77.0254545691056,"Washington","20012","DC",60
"1767","90%","80%",3,3,"Entire home/apt",1,1,1,"$65.00",3,365,0,38.9773332468823,-77.0253484187189,"Washington","20012","DC",65
"1768","60%","100%",1,8,"Entire home/apt",3,2,5,"$150.00",1,1125,0,38.9738721152217,-77.0264332762097,"Washington","20012","DC",150
"1769","100%","100%",1,2,"Entire home/apt",1,1,1,"$64.00",2,1125,4,38.9794735839919,-77.0229908872189,"Washington","20012","DC",64
"1770","100%","",1,2,"Entire home/apt",1,2.5,1,"$125.00",7,45,1,38.9726708591464,-77.0182093344173,"Washington","20012","DC",125
"1771","100%","75%",1,2,"Private room",1,1.5,1,"$60.00",1,1125,1,38.9773248696049,-77.0233035674651,"Washington","20012","DC",60
"1772","100%","100%",6,15,"Entire home/apt",5,3,9,"$330.00",1,1125,6,38.9644895364215,-77.0226011818727,"Washington","20011","DC",330
"1773","100%","100%",3,3,"Entire home/apt",0,1,2,"$65.00",2,1125,4,38.9646184937413,-77.0319528669944,"Washington","20011","DC",65
"1774","88%","100%",3,6,"Entire home/apt",2,1,4,"$112.00",2,90,3,38.974803230232,-77.0203541502251,"Washington","20012","DC",112
"1775","88%","100%",3,3,"Private room",1,1,2,"$75.00",2,180,2,38.9757463578578,-77.0205626925456,"Washington","20012","DC",75
"1776","94%","100%",1,2,"Entire home/apt",1,1,2,"$90.00",1,730,58,38.9729122718958,-77.0206311986221,"Washington","20012","DC",90
"1777","100%","100%",3,6,"Entire home/apt",3,1,3,"$180.00",1,1125,16,38.9648037682196,-77.0305569673008,"Washington","20011","DC",180
"1778","100%","100%",1,2,"Entire home/apt",1,1,1,"$65.00",1,1125,3,38.9738836383796,-77.024467165796,"Washington","20012","DC",65
"1779","100%","100%",2,1,"Private room",1,2,1,"$55.00",3,180,22,38.9589325237524,-77.0116763548175,"Washington","20011","DC",55
"1780","100%","100%",2,2,"Private room",1,1,1,"$75.00",1,1125,0,38.9622837828948,-77.0185644658564,"Washington","20011","DC",75
"1781","90%","100%",1,2,"Private room",1,1,1,"$75.00",1,1125,7,38.966985081667,-77.0190148069811,"Washington","20011","DC",75
"1782","50%","60%",1,2,"Private room",1,1,1,"$68.00",2,14,29,38.9692166166836,-77.0243937435951,"Washington","20012","DC",68
"1783","100%","100%",1,2,"Private room",1,1,1,"$65.00",1,30,2,38.9655771551629,-77.0128644322713,"Washington","20011","DC",65
"1784","50%","100%",1,16,"Shared room",1,0.5,16,"$10.00",1,2,0,38.9604447461416,-77.008756131606,"Washington","20011","DC",10
"1785","100%","50%",3,1,"Entire home/apt",1,1,1,"$70.00",4,240,3,38.9653972935893,-77.028427084888,"Washington, D.C.","20011","DC",70
"1786","100%","100%",1,2,"Entire home/apt",0,1,1,"$80.00",1,1125,4,38.9809994821058,-77.0242653427914,"Washington","20012","DC",80
"1787","100%","100%",1,4,"Entire home/apt",1,1,2,"$70.00",1,1125,1,38.9614022873451,-77.0116781925179,"Washington","20011","DC",70
"1788","100%","100%",1,2,"Private room",1,1,1,"$65.00",2,1125,28,38.9725917282581,-77.025670243692,"Washington","20012","DC",65
"1789","100%","100%",1,3,"Private room",1,1,2,"$76.00",3,14,38,38.9809683563023,-77.024727895502,"Washington","20012","DC",76
"1790","","",1,2,"Entire home/apt",1,1,1,"$89.00",2,1125,0,38.9737471185045,-77.0182505334655,"Washington","20012","DC",89
"1791","80%","89%",2,2,"Entire home/apt",1,1,1,"$45.00",2,1125,1,38.9685688863476,-77.023280245741,"Washington","20011","DC",45
"1792","","",1,4,"Entire home/apt",2,1,2,"$135.00",1,5,3,38.9739692369803,-77.0161512538144,"Washington","20012","DC",135
"1793","100%","100%",2,1,"Private room",1,1,1,"$55.00",3,1125,14,38.9573870275059,-77.0123385198621,"Washington","20011","DC",55
"1794","100%","100%",1,2,"Entire home/apt",1,1,1,"$65.00",1,1125,0,38.9660075372252,-77.0351751031696,"Washington","20011","DC",65
"1795","100%","63%",2,5,"Entire home/apt",0,1,1,"$100.00",3,1125,0,38.9765021066442,-77.0256455605953,"Washington","20012","DC",100
"1796","100%","100%",1,2,"Entire home/apt",0,1,1,"$95.00",5,1125,0,38.9668026496342,-77.0211884663305,"Washington","20011","DC",95
"1797","89%","100%",3,1,"Private room",1,1,1,"$65.00",1,1125,7,38.9683618105608,-77.0251660118227,"Washington","20012","DC",65
"1798","84%","100%",4,3,"Private room",1,1,2,"$82.00",1,1125,0,38.9698879038136,-77.0216129713347,"Washington","20012","DC",82
"1799","100%","100%",2,2,"Private room",1,1,1,"$80.00",1,30,4,38.9600038957357,-77.0242542666009,"Washington","20011","DC",80
"1800","100%","93%",1,2,"Entire home/apt",1,1,1,"$84.00",2,240,10,38.9707383941772,-77.0225365091137,"Washington","20012","DC",84
"1801","100%","100%",1,3,"Private room",1,3.5,1,"$71.00",2,1125,58,38.9696294296073,-77.025207369757,"Washington","20011","DC",71
"1802","100%","100%",6,8,"Entire home/apt",2,1,4,"$155.00",2,1125,34,38.9627358754364,-77.0228398612888,"Washington","20011","DC",155
"1803","100%","86%",1,2,"Private room",1,1,1,"$60.00",3,14,62,38.9664789155757,-77.0322806353952,"Washington","20011","DC",60
"1804","60%","83%",1,2,"Private room",1,2.5,1,"$55.00",1,1125,36,38.9681587105175,-77.019883486513,"Washington","20012","DC",55
"1805","100%","50%",3,1,"Private room",1,1,1,"$45.00",4,1125,0,38.9651833526205,-77.0290379543102,"Washington","20011","DC",45
"1806","100%","100%",1,6,"Entire home/apt",3,1,3,"$215.00",2,30,41,38.9586975891259,-77.0181265604524,"Washington","20011","DC",215
"1807","100%","100%",1,3,"Private room",1,1,1,"$89.00",1,1125,0,38.9568620229073,-77.0112666195489,"Washington","20011","DC",89
"1808","88%","100%",3,4,"Entire home/apt",1,1,2,"$120.00",2,1825,2,38.9699534359595,-77.0198353249709,"Washington","20012","DC",120
"1809","63%","100%",1,2,"Private room",1,1,1,"$37.00",2,1125,7,38.9672697138815,-77.0241376037501,"Washington","20011","DC",37
"1810","100%","100%",1,2,"Entire home/apt",1,1,1,"$95.00",1,1125,0,38.9679989161363,-77.0246325287191,"Washington","20012","DC",95
"1811","100%","50%",3,1,"Private room",1,1,1,"$45.00",4,1125,2,38.9655068425313,-77.0297378805938,"Washington","20011","DC",45
"1812","90%","80%",3,4,"Private room",1,1,1,"$45.00",2,365,3,38.9757437605744,-77.025883182838,"Washington","20012","DC",45
"1813","58%","72%",1,2,"Entire home/apt",1,1,1,"$70.00",1,32,36,38.9612501372496,-77.0244672067893,"Washington","20011","DC",70
"1814","89%","100%",3,1,"Private room",1,1,1,"$65.00",1,1125,6,38.9677349328597,-77.0264388670892,"Washington","20012","DC",65
"1815","94%","59%",2,15,"Entire home/apt",3,2,10,"$180.00",1,1125,26,38.9582662727663,-77.0175044944621,"Washington","20011","DC",180
"1816","100%","100%",2,2,"Private room",1,1,1,"$79.00",1,90,20,38.9623706483582,-77.0184080139148,"Washington","20011","DC",79
"1817","89%","100%",3,1,"Private room",1,0,1,"$65.00",1,1125,1,38.9687110190039,-77.02648591184,"Washington","20012","DC",65
"1818","67%","100%",1,2,"Private room",1,1,1,"$45.00",1,7,1,38.9658144185557,-77.0346156200127,"Washington","20011","DC",45
"1819","80%","89%",2,5,"Entire home/apt",2,1.5,3,"$70.00",2,1125,3,38.9681873239259,-77.0221287008749,"Washington","20011","DC",70
"1820","67%","",1,3,"Entire home/apt",1,1,1,"$100.00",2,1125,4,38.9653796864345,-77.0321209609898,"Washington","20011","DC",100
"1821","100%","",1,2,"Entire home/apt",1,1,1,"$120.00",1,1125,0,38.9646907841883,-77.0049692565923,"Washington","20011","DC",120
"1822","83%","97%",1,1,"Private room",1,1,1,"$45.00",1,30,59,38.9573028618641,-77.0041113560843,"Washington","20011","DC",45
"1823","","",1,1,"Private room",1,1,1,"$95.00",1,1125,0,38.9535237380293,-77.0019277971555,"Washington","20011","DC",95
"1824","","",2,1,"Private room",1,1,1,"$125.00",2,1125,0,38.9626204675737,-77.006686523616,"Washington","20011","DC",125
"1825","100%","100%",1,5,"Entire home/apt",3,1.5,3,"$110.00",1,14,61,38.954381604341,-76.9940884565282,"Washington","20011","DC",110
"1826","100%","100%",1,2,"Private room",1,1,1,"$65.00",3,1000,21,38.9670318266288,-77.0042640832303,"Washington","20012","DC",65
"1827","33%","",1,1,"Private room",1,1,1,"$45.00",1,1125,0,38.9546440837203,-76.9894696318634,"Washington","20017","DC",45
"1828","","",1,1,"Private room",1,1,1,"$75.00",2,14,0,38.95238241097,-77.0102133997242,"Washington","20011","DC",75
"1829","","",1,1,"Private room",1,1,1,"$50.00",5,1125,0,38.9696982995477,-77.0109106562332,"Washington","20012","DC",50
"1830","100%","100%",1,6,"Entire home/apt",3,1.5,3,"$260.00",5,1125,12,38.9712116730339,-77.0140836839657,"Washington, D.C.","20012","DC",260
"1831","100%","",1,6,"Entire home/apt",2,1.5,2,"$1,500.00",1,5,0,38.9420808194197,-77.00489056127,"Washington","20017","DC",1500
"1832","","",2,2,"Private room",1,1,1,"$200.00",2,1125,0,38.9635752353897,-77.0054753972587,"Washington","20011","DC",200
"1833","100%","100%",1,8,"Entire home/apt",3,2,4,"$250.00",1,1125,0,38.9561276851295,-77.0010018062793,"Washington ","20011","DC",250
"1834","100%","100%",1,2,"Private room",1,1,1,"$30.00",2,1125,4,38.9546952862881,-76.9900717895483,"Washington","20011","DC",30
"1835","","",1,4,"Entire home/apt",2,1,2,"$150.00",1,7,0,38.9541917725414,-77.002113534499,"New York","20009","NY",150
"1836","90%","100%",2,4,"Entire home/apt",2,1,2,"$95.00",1,1125,3,38.9481415446069,-77.015095620067,"Washington","20011","DC",95
"1837","","",1,2,"Private room",1,2,1,"$200.00",1,1125,0,38.9549152188348,-76.9960143391578,"Washington","20011","DC",200
"1838","","",1,2,"Entire home/apt",1,1,1,"$60.00",1,1125,1,38.9421121807834,-77.0046490751052,"Washington","20011","DC",60
"1839","","",1,2,"Entire home/apt",0,1,1,"$175.00",2,7,0,38.9440197095461,-77.0030979227249,"Washington","20011","DC",175
"1840","100%","100%",1,4,"Private room",1,1,2,"$90.00",1,1125,52,38.9897926161991,-77.0460347592556,"Washington","20012","DC",90
"1841","100%","100%",4,2,"Private room",1,1.5,1,"$65.00",2,1125,1,38.9796562739365,-77.0291536869938,"Washington","20012","DC",65
"1842","100%","67%",1,2,"Private room",1,1.5,1,"$70.00",1,1125,11,38.9810334331142,-77.0285591014103,"Washington","20012","DC",70
"1843","100%","100%",4,2,"Private room",1,1.5,1,"$60.00",2,1125,8,38.9798400049677,-77.0288964685304,"Washington","20012","DC",60
"1844","100%","",1,2,"Private room",1,1,1,"$100.00",1,1125,0,38.9845065544169,-77.0292721305946,"Washington","20012","DC",100
